

Complete listing of Fine Structure file
File:  D:\SoundingArchive\Sonde2021\Ball09\PTU\20210929\Esrange_20210929_071127_EDT_PTULevels.tsv

Started at       29 September 2021  7:11 UTC

Station  :       Esrange
Location :       67.89 N 21.08 E       335 m/MSL

RS type       :  RS41-SGP
RS-number     :  R5020121
Sounding processor serial number: 0


Ground check  :     Ref     RS   Corr

  Pressure    :   989.8  988.0    1.8
  Temperature :   /////  /////  /////
  Humidity    :   /////  /////  /////

Clouds    : /////
Special 1 : /////
Special 2 : /////

Telemetry noise level  :  100 %

                 P      T      U
Accepted (%) : /////  /////  /////
Replaced (%) : /////  /////  /////
Rejected (%) : /////  /////  /////

GPS data quality
    Valid raw wind ratio        :  ///// %
    Valid raw wind on 5 ratio   :  ///// %
    Invalid raw wind on 4 ratio :  ///// %
    Poor PDOP ratio             :  ///// %
    Unidentified signals ratio  :  ///// %
    Mean satellite track count  :  /////
    Mean track count valid      :  /////
    Gaps over 1 min             :  ///// min


Reason for termination : WeakOrFadingSignal

   Time Pressure   Height  Temperature  RH   Dewp   Significance flags

 min  s      hPa      gpm     deg C      %  deg C  Automatic  Operator

  20 23    598.5     4300      -8.8     36  -21.1                           
  20 24    598.2     4304      -8.8     36  -21.1                           
  20 25    597.9     4308      -8.8     36  -21.1                           
  20 26    597.6     4312      -8.8     36  -21.2                           
  20 27    597.3     4316      -8.9     36  -21.2                           
  20 28    597.0     4320      -8.9     36  -21.1                           
  20 29    596.7     4324      -8.9     36  -21.2                           
  20 30    596.4     4328      -9.0     36  -21.2                           
  20 31    596.0     4332      -9.0     36  -21.4                           
  20 32    595.7     4337      -9.1     36  -21.5                           
  20 33    595.4     4341      -9.1     35  -21.7                           
  20 34    595.1     4345      -9.1     35  -21.8                           
  20 35    594.8     4349      -9.1     34  -21.9                           
  20 36    594.4     4353      -9.1     34  -22.1                           
  20 37    594.1     4357      -9.1     34  -22.2                           
  20 38    593.8     4361      -9.1     33  -22.3                           
  20 39    593.5     4365      -9.2     33  -22.5                           
  20 40    593.2     4370      -9.3     33  -22.6                           
  20 41    592.9     4374      -9.3     33  -22.6                           
  20 42    592.6     4378      -9.3     33  -22.6                           
  20 43    592.3     4382      -9.3     33  -22.6                           
  20 44    591.9     4386      -9.3     33  -22.6                           
  20 45    591.6     4390      -9.3     33  -22.6                           
  20 46    591.3     4394      -9.3     33  -22.6                           
  20 47    591.0     4398      -9.3     33  -22.6                           
  20 48    590.7     4402      -9.4     33  -22.6                           
  20 49    590.4     4406      -9.5     33  -22.7                           
  20 50    590.1     4410      -9.6     34  -22.7                           
  20 51    589.8     4414      -9.6     34  -22.7                           
  20 52    589.5     4418      -9.7     34  -22.7                           
  20 53    589.2     4422      -9.6     34  -22.7                           
  20 54    588.9     4426      -9.6     34  -22.7                           
  20 55    588.6     4430      -9.7     34  -22.7                           
  20 56    588.3     4434      -9.7     34  -22.7                           
  20 57    588.0     4438      -9.7     34  -22.7                           
  20 58    587.6     4442      -9.8     34  -22.7                           
  20 59    587.3     4446      -9.9     34  -22.7                           
  21  0    587.0     4450     -10.0     34  -22.8                           
  21  1    586.7     4454     -10.0     34  -22.8                           
  21  2    586.4     4458     -10.0     34  -22.8                           
  21  3    586.1     4462     -10.0     34  -22.8                           
  21  4    585.8     4466     -10.0     34  -22.8                           
  21  5    585.5     4471     -10.0     34  -22.8                           
  21  6    585.2     4475     -10.1     35  -22.8                           
  21  7    584.9     4479     -10.2     35  -22.9                           
  21  8    584.6     4483     -10.2     35  -22.8                           
  21  9    584.3     4486     -10.2     35  -22.8                           
  21 10    584.0     4490     -10.2     35  -22.8                           
  21 11    583.7     4494     -10.2     35  -22.8                           
  21 12    583.4     4498     -10.3     35  -22.8                           
  21 13    583.1     4502     -10.4     36  -22.8                           
  21 14    582.8     4506     -10.5     36  -22.8                           
  21 15    582.5     4510     -10.6     36  -22.8                           
  21 16    582.2     4514     -10.6     36  -22.8                           
  21 17    581.8     4518     -10.6     36  -22.8                           
  21 18    581.5     4522     -10.6     36  -22.8                           
  21 19    581.2     4526     -10.6     36  -22.8                           
  21 20    580.9     4530     -10.6     36  -22.8                           
  21 21    580.6     4534     -10.6     36  -22.8                           
  21 22    580.3     4538     -10.7     36  -22.8                           
  21 23    580.0     4542     -10.7     36  -22.8                           
  21 24    579.7     4546     -10.7     36  -22.8                           
  21 25    579.4     4550     -10.7     36  -22.8                           
  21 26    579.1     4554     -10.8     37  -22.8                           
  21 27    578.8     4558     -10.8     37  -22.8                           
  21 28    578.5     4562     -10.8     37  -22.7                           
  21 29    578.2     4566     -10.9     37  -22.7                           
  21 30    577.9     4570     -10.9     37  -22.7                           
  21 31    577.7     4574     -11.0     38  -22.6                           
  21 32    577.4     4578     -11.0     38  -22.6                           
  21 33    577.1     4582     -11.0     38  -22.6                           
  21 34    576.8     4586     -11.0     38  -22.6                           
  21 35    576.5     4590     -11.0     38  -22.7                           
  21 36    576.2     4593     -11.1     38  -22.7                           
  21 37    575.9     4597     -11.1     38  -22.8                           
  21 38    575.6     4601     -11.2     38  -22.9                           
  21 39    575.3     4605     -11.3     38  -22.9                           
  21 40    575.0     4609     -11.3     38  -22.9                           
  21 41    574.8     4613     -11.4     38  -22.9                           
  21 42    574.5     4616     -11.4     38  -22.9                           
  21 43    574.2     4620     -11.4     38  -22.9                           
  21 44    573.9     4624     -11.4     38  -22.9                           
  21 45    573.6     4628     -11.4     38  -22.9                           
  21 46    573.3     4632     -11.4     38  -23.0                           
  21 47    573.0     4636     -11.4     38  -23.0                           
  21 48    572.7     4640     -11.4     38  -23.0                           
  21 49    572.5     4643     -11.4     38  -23.0                           
  21 50    572.2     4647     -11.4     38  -23.0                           
  21 51    571.9     4651     -11.5     38  -23.0                           
  21 52    571.6     4655     -11.6     38  -23.0                           
  21 53    571.3     4659     -11.7     38  -23.0                           
  21 54    571.0     4663     -11.7     39  -23.0                           
  21 55    570.7     4667     -11.7     39  -23.0                           
  21 56    570.4     4671     -11.7     39  -23.0                           
  21 57    570.1     4674     -11.7     39  -23.0                           
  21 58    569.8     4678     -11.7     39  -22.9                           
  21 59    569.6     4682     -11.7     39  -22.9                           
  22  0    569.3     4686     -11.8     39  -22.9                           
  22  1    569.0     4690     -11.8     39  -22.8                           
  22  2    568.7     4694     -11.8     40  -22.9                           
  22  3    568.4     4697     -11.9     40  -22.9                           
  22  4    568.1     4701     -11.9     40  -22.8                           
  22  5    567.9     4705     -11.9     40  -22.8                           
  22  6    567.6     4709     -11.9     40  -22.8                           
  22  7    567.3     4713     -11.9     40  -22.7                           
  22  8    567.0     4716     -12.0     41  -22.7                           
  22  9    566.7     4720     -12.0     41  -22.7                           
  22 10    566.5     4724     -12.1     41  -22.7                           
  22 11    566.2     4728     -12.1     41  -22.7                           
  22 12    565.9     4731     -12.2     41  -22.6                           
  22 13    565.6     4735     -12.2     41  -22.6                           
  22 14    565.3     4739     -12.2     41  -22.7                           
  22 15    565.1     4743     -12.2     41  -22.7                           
  22 16    564.8     4747     -12.2     41  -22.7                           
  22 17    564.5     4750     -12.3     41  -22.8                           
  22 18    564.2     4754     -12.4     41  -22.9                           
  22 19    563.9     4758     -12.4     41  -22.9                           
  22 20    563.7     4762     -12.5     41  -22.9                           
  22 21    563.4     4765     -12.5     41  -23.0                           
  22 22    563.1     4769     -12.5     41  -23.1                           
  22 23    562.8     4773     -12.6     41  -23.2                           
  22 24    562.6     4777     -12.6     41  -23.2                           
  22 25    562.3     4780     -12.6     41  -23.2                           
  22 26    562.0     4784     -12.7     41  -23.3                           
  22 27    561.7     4788     -12.8     41  -23.4                           
  22 28    561.5     4792     -12.9     41  -23.5                           
  22 29    561.2     4795     -12.9     41  -23.5                           
  22 30    560.9     4799     -12.9     41  -23.5                           
  22 31    560.6     4803     -12.9     41  -23.5                           
  22 32    560.3     4807     -12.9     41  -23.5                           
  22 33    560.1     4811     -13.0     41  -23.5                           
  22 34    559.8     4814     -13.0     41  -23.5                           
  22 35    559.5     4818     -13.0     41  -23.4                           
  22 36    559.2     4822     -13.0     41  -23.4                           
  22 37    559.0     4825     -13.1     41  -23.5                           
  22 38    558.7     4829     -13.1     41  -23.5                           
  22 39    558.4     4833     -13.2     42  -23.5                           
  22 40    558.2     4836     -13.2     42  -23.5                           
  22 41    557.9     4840     -13.2     42  -23.4                           
  22 42    557.7     4843     -13.2     42  -23.4                           
  22 43    557.4     4847     -13.2     43  -23.3                           
  22 44    557.1     4851     -13.2     43  -23.3                           
  22 45    556.9     4854     -13.2     43  -23.3                           
  22 46    556.6     4858     -13.2     43  -23.2                           
  22 47    556.3     4861     -13.2     43  -23.2                           
  22 48    556.1     4865     -13.3     43  -23.2                           
  22 49    555.8     4869     -13.3     43  -23.2                           
  22 50    555.5     4873     -13.3     43  -23.1                           
  22 51    555.3     4876     -13.2     44  -23.1                           
  22 52    555.0     4880     -13.2     44  -23.0                           
  22 53    554.7     4884     -13.3     44  -22.9                           
  22 54    554.5     4887     -13.3     44  -22.9                           
  22 55    554.2     4891     -13.4     45  -22.9                           
  22 56    553.9     4895     -13.4     45  -22.9                           
  22 57    553.7     4898     -13.4     45  -22.9                           
  22 58    553.4     4902     -13.4     45  -23.0                           
  22 59    553.1     4906     -13.4     44  -23.0                           
  23  0    552.9     4909     -13.5     44  -23.1                           
  23  1    552.6     4913     -13.5     44  -23.2                           
  23  2    552.3     4917     -13.5     44  -23.3                           
  23  3    552.0     4920     -13.6     44  -23.3                           
  23  4    551.8     4924     -13.7     44  -23.3                           
  23  5    551.5     4928     -13.6     44  -23.3                           
  23  6    551.2     4932     -13.6     44  -23.3                           
  23  7    551.0     4935     -13.7     44  -23.4                           
  23  8    550.7     4939     -13.8     44  -23.5                           
  23  9    550.4     4943     -13.8     44  -23.6                           
  23 10    550.2     4946     -13.8     44  -23.5                           
  23 11    549.9     4950     -13.8     44  -23.5                           
  23 12    549.7     4953     -13.8     44  -23.5                           
  23 13    549.4     4957     -13.8     44  -23.6                           
  23 14    549.2     4960     -13.9     44  -23.6                           
  23 15    548.9     4964     -14.0     44  -23.7                           
  23 16    548.6     4967     -14.0     44  -23.7                           
  23 17    548.4     4971     -14.1     44  -23.7                           
  23 18    548.1     4975     -14.2     44  -23.8                           
  23 19    547.8     4979     -14.2     44  -23.7                           
  23 20    547.6     4982     -14.1     44  -23.7                           
  23 21    547.3     4986     -14.1     44  -23.7                           
  23 22    547.0     4990     -14.1     44  -23.7                           
  23 23    546.8     4993     -14.3     44  -23.8                           
  23 24    546.5     4997     -14.3     45  -23.8                           
  23 25    546.2     5001     -14.3     45  -23.8                           
  23 26    546.0     5004     -14.4     45  -23.8                           
  23 27    545.7     5008     -14.4     45  -23.8                           
  23 28    545.5     5012     -14.5     45  -23.9                           
  23 29    545.2     5015     -14.6     45  -23.9                           
  23 30    544.9     5019     -14.7     45  -23.9                           
  23 31    544.7     5022     -14.7     46  -23.9                           
  23 32    544.4     5026     -14.7     46  -23.9                           
  23 33    544.2     5030     -14.7     46  -23.8                           
  23 34    543.9     5033     -14.7     46  -23.8                           
  23 35    543.6     5037     -14.8     46  -23.8                           
  23 36    543.4     5041     -14.8     47  -23.7                           
  23 37    543.1     5044     -14.9     47  -23.7                           
  23 38    542.8     5048     -14.9     47  -23.6                           
  23 39    542.6     5052     -14.9     48  -23.6                           
  23 40    542.3     5055     -14.9     48  -23.5                           
  23 41    542.1     5059     -15.0     48  -23.5                           
  23 42    541.8     5062     -15.0     49  -23.5                           
  23 43    541.5     5066     -15.1     49  -23.4                           
  23 44    541.3     5069     -15.1     49  -23.4                           
  23 45    541.0     5073     -15.1     49  -23.3                           
  23 46    540.8     5076     -15.1     50  -23.3                           
  23 47    540.6     5080     -15.2     50  -23.2                           
  23 48    540.3     5083     -15.2     51  -23.2                           
  23 49    540.0     5087     -15.2     51  -23.2                           
  23 50    539.8     5091     -15.1     50  -23.2                           
  23 51    539.5     5094     -15.1     50  -23.2                           
  23 52    539.3     5098     -15.1     50  -23.1                           
  23 53    539.0     5101     -15.1     51  -23.1                           
  23 54    538.8     5105     -15.2     51  -23.0                           
  23 55    538.5     5109     -15.3     52  -23.0                           
  23 56    538.2     5112     -15.4     52  -23.0                           
  23 57    538.0     5116     -15.5     53  -22.9                           
  23 58    537.7     5119     -15.5     53  -22.9                           
  23 59    537.5     5123     -15.6     54  -22.9                           
  24  0    537.2     5126     -15.6     54  -22.9                           
  24  1    537.0     5130     -15.7     54  -22.9                           
  24  2    536.7     5133     -15.7     54  -22.9                           
  24  3    536.5     5137     -15.8     54  -23.0                           
  24  4    536.2     5140     -15.8     54  -23.0                           
  24  5    536.0     5144     -15.8     54  -23.0                           
  24  6    535.7     5147     -15.8     54  -23.0                           
  24  7    535.5     5151     -15.8     54  -23.0                           
  24  8    535.3     5154     -15.8     54  -23.0                           
  24  9    535.0     5158     -15.8     54  -23.0                           
  24 10    534.8     5161     -15.8     54  -22.9                           
  24 11    534.5     5165     -15.7     54  -22.9                           
  24 12    534.3     5168     -15.8     54  -22.9                           
  24 13    534.0     5172     -15.9     54  -23.0                           
  24 14    533.8     5175     -15.9     55  -23.0                           
  24 15    533.5     5179     -16.0     55  -22.9                           
  24 16    533.3     5182     -16.0     55  -22.9                           
  24 17    533.0     5185     -16.1     55  -22.9                           
  24 18    532.8     5189     -16.0     55  -23.0                           
  24 19    532.6     5192     -16.0     55  -23.0                           
  24 20    532.3     5196     -16.1     55  -23.1                           
  24 21    532.1     5199     -16.1     55  -23.2                           
  24 22    531.8     5203     -16.2     55  -23.3                           
  24 23    531.5     5207     -16.3     54  -23.4                           
  24 24    531.3     5210     -16.3     54  -23.4                           
  24 25    531.0     5214     -16.2     54  -23.5                           
  24 26    530.8     5218     -16.2     53  -23.6                           
  24 27    530.5     5221     -16.2     52  -23.8                           
  24 28    530.2     5225     -16.2     51  -23.9                           
  24 29    530.0     5229     -16.2     51  -23.9                           
  24 30    529.7     5232     -16.3     51  -24.0  U           U            
  24 31    529.5     5236     -16.3     52  -24.0                           
  24 32    529.2     5239     -16.4     52  -23.9                           
  24 33    529.0     5243     -16.4     53  -23.7                           
  24 34    528.7     5246     -16.5     54  -23.5                           
  24 35    528.5     5250     -16.6     56  -23.4                           
  24 36    528.2     5254     -16.6     57  -23.2                           
  24 37    528.0     5258     -16.6     58  -23.1                           
  24 38    527.7     5261     -16.7     58  -23.0                           
  24 39    527.4     5265     -16.7     58  -23.0                           
  24 40    527.2     5269     -16.7     59  -22.9                           
  24 41    526.9     5272     -16.7     60  -22.7                           
  24 42    526.7     5276     -16.7     61  -22.4                           
  24 43    526.4     5280     -16.7     63  -22.1                           
  24 44    526.1     5284     -16.7     67  -21.5                           
  24 45    525.9     5287     -16.8     71  -20.9                           
  24 46    525.6     5291     -16.9     75  -20.4                           
  24 47    525.4     5294     -17.0     77  -20.0                           
  24 48    525.1     5298     -17.0     78  -19.9  U           U            
  24 49    524.9     5301     -17.1     79  -19.9                           
  24 50    524.6     5305     -17.1     79  -20.0                           
  24 51    524.4     5309     -17.2     79  -19.9                           
  24 52    524.1     5312     -17.2     79  -19.9                           
  24 53    523.9     5316     -17.2     79  -19.9                           
  24 54    523.6     5319     -17.2     79  -20.0                           
  24 55    523.4     5323     -17.2     79  -20.0                           
  24 56    523.1     5327     -17.2     79  -20.0                           
  24 57    522.9     5330     -17.2     79  -19.9                           
  24 58    522.6     5334     -17.3     80  -19.9                           
  24 59    522.4     5338     -17.3     80  -19.9                           
  25  0    522.1     5341     -17.4     81  -19.9                           
  25  1    521.9     5345     -17.4     81  -19.9                           
  25  2    521.6     5349     -17.5     82  -19.9                           
  25  3    521.3     5352     -17.6     82  -19.9                           
  25  4    521.1     5356     -17.7     83  -19.9                           
  25  5    520.8     5360     -17.7     83  -19.9                           
  25  6    520.6     5363     -17.8     83  -20.0                           
  25  7    520.3     5367     -17.9     83  -20.0                           
  25  8    520.1     5371     -17.9     83  -20.0                           
  25  9    519.8     5374     -17.9     83  -20.1                           
  25 10    519.5     5378     -18.0     83  -20.1                           
  25 11    519.3     5382     -18.0     83  -20.2                           
  25 12    519.0     5385     -18.0     83  -20.2                           
  25 13    518.8     5389     -18.0     83  -20.2                           
  25 14    518.6     5392     -18.0     83  -20.3                           
  25 15    518.3     5396     -18.0     82  -20.3                           
  25 16    518.1     5399     -18.0     82  -20.3                           
  25 17    517.8     5403     -18.0     82  -20.3                           
  25 18    517.6     5407     -18.1     82  -20.4                           
  25 19    517.3     5410     -18.2     83  -20.4                           
  25 20    517.1     5414     -18.2     83  -20.4                           
  25 21    516.8     5417     -18.3     83  -20.4                           
  25 22    516.6     5421     -18.2     83  -20.4                           
  25 23    516.3     5425     -18.2     83  -20.4                           
  25 24    516.1     5428     -18.3     83  -20.4                           
  25 25    515.8     5432     -18.3     84  -20.4                           
  25 26    515.6     5435     -18.3     84  -20.3                           
  25 27    515.3     5439     -18.3     84  -20.4                           
  25 28    515.1     5442     -18.4     84  -20.4                           
  25 29    514.8     5446     -18.5     84  -20.5  U           U            
  25 30    514.6     5449     -18.6     84  -20.6                           
  25 31    514.4     5453     -18.6     83  -20.9                           
  25 32    514.1     5456     -18.7     80  -21.3                           
  25 33    513.9     5460     -18.7     76  -21.8                           
  25 34    513.6     5463     -18.7     72  -22.5                           
  25 35    513.4     5467     -18.6     67  -23.2                           
  25 36    513.1     5471     -18.6     63  -23.8                           
  25 37    512.9     5474     -18.5     61  -24.3                           
  25 38    512.7     5478     -18.5     58  -24.8                           
  25 39    512.4     5481     -18.5     56  -25.2                           
  25 40    512.2     5485     -18.5     54  -25.5                           
  25 41    511.9     5488     -18.5     53  -25.7                           
  25 42    511.7     5492     -18.5     53  -25.7  U           U            
  25 43    511.4     5495     -18.5     53  -25.7                           
  25 44    511.2     5499     -18.5     53  -25.7                           
  25 45    510.9     5503     -18.5     53  -25.7                           
  25 46    510.7     5506     -18.5     53  -25.7                           
  25 47    510.4     5510     -18.5     53  -25.7                           
  25 48    510.2     5513     -18.5     53  -25.7                           
  25 49    510.0     5517     -18.6     53  -25.8                           
  25 50    509.7     5521     -18.6     53  -25.8                           
  25 51    509.5     5524     -18.6     53  -25.8                           
  25 52    509.2     5527     -18.6     54  -25.8                           
  25 53    509.0     5531     -18.6     54  -25.8                           
  25 54    508.8     5534     -18.6     54  -25.8                           
  25 55    508.6     5538     -18.6     53  -25.8                           
  25 56    508.3     5541     -18.6     54  -25.8                           
  25 57    508.1     5544     -18.7     54  -25.7                           
  25 58    507.9     5548     -18.7     54  -25.7                           
  25 59    507.6     5551     -18.7     55  -25.6                           
  26  0    507.4     5555     -18.7     55  -25.5                           
  26  1    507.1     5558     -18.7     55  -25.4                           
  26  2    506.9     5562     -18.6     55  -25.4                           
  26  3    506.7     5565     -18.6     55  -25.4  U           U            
  26  4    506.4     5569     -18.7     55  -25.4                           
  26  5    506.2     5572     -18.7     55  -25.5                           
  26  6    505.9     5576     -18.7     55  -25.5                           
  26  7    505.7     5580     -18.7     55  -25.5                           
  26  8    505.5     5583     -18.6     55  -25.5                           
  26  9    505.2     5587     -18.6     55  -25.5                           
  26 10    505.0     5590     -18.6     54  -25.6                           
  26 11    504.7     5594     -18.7     54  -25.7                           
  26 12    504.5     5597     -18.7     54  -25.8                           
  26 13    504.2     5601     -18.8     54  -25.8                           
  26 14    504.0     5605     -18.9     54  -25.9                           
  26 15    503.7     5608     -19.0     54  -25.9                           
  26 16    503.5     5612     -19.0     54  -26.0                           
  26 17    503.3     5616     -19.0     54  -26.0                           
  26 18    503.0     5619     -19.0     54  -26.1                           
  26 19    502.8     5623     -19.0     54  -26.1                           
  26 20    502.5     5626     -19.0     54  -26.1                           
  26 21    502.3     5630     -19.1     54  -26.2                           
  26 22    502.0     5634     -19.1     54  -26.2                           
  26 23    501.8     5637     -19.1     54  -26.1                           
  26 24    501.6     5641     -19.1     54  -26.1                           
  26 25    501.3     5644     -19.1     54  -26.1                           
  26 26    501.1     5648     -19.1     54  -26.1                           
  26 27    500.9     5651     -19.1     54  -26.1                           
  26 28    500.6     5655     -19.1     54  -26.1                           
  26 29    500.4     5658     -19.2     54  -26.2                           
  26 30    500.1     5662     -19.2     53  -26.4                           
  26 31    499.9     5665     -19.3     53  -26.5                           
  26 32    499.7     5669     -19.4     52  -26.7                           
  26 33    499.4     5672     -19.5     52  -26.9                           
  26 34    499.2     5676     -19.5     52  -27.0                           
  26 35    499.0     5679     -19.5     51  -27.1                           
  26 36    498.7     5683     -19.5     50  -27.3                           
  26 37    498.5     5687     -19.5     49  -27.5                           
  26 38    498.2     5690     -19.5     48  -27.7                           
  26 39    498.0     5694     -19.6     48  -27.9                           
  26 40    497.8     5697     -19.6     48  -27.8                           
  26 41    497.5     5701     -19.5     48  -27.8                           
  26 42    497.3     5705     -19.5     48  -27.7                           
  26 43    497.0     5708     -19.6     49  -27.7                           
  26 44    496.8     5712     -19.6     49  -27.6                           
  26 45    496.5     5716     -19.7     50  -27.5                           
  26 46    496.3     5719     -19.7     50  -27.4                           
  26 47    496.0     5723     -19.8     51  -27.4                           
  26 48    495.8     5727     -19.9     51  -27.4                           
  26 49    495.6     5730     -19.9     52  -27.4                           
  26 50    495.3     5734     -19.9     51  -27.4                           
  26 51    495.1     5737     -20.0     51  -27.5                           
  26 52    494.8     5741     -20.0     51  -27.5                           
  26 53    494.6     5745     -20.0     52  -27.5                           
  26 54    494.4     5748     -20.0     52  -27.4                           
  26 55    494.1     5752     -20.1     52  -27.4                           
  26 56    493.9     5755     -20.1     53  -27.3                           
  26 57    493.6     5759     -20.1     53  -27.2                           
  26 58    493.4     5763     -20.2     54  -27.2                           
  26 59    493.1     5766     -20.3     54  -27.2                           
  27  0    492.9     5770     -20.3     54  -27.2                           
  27  1    492.7     5774     -20.3     54  -27.2                           
  27  2    492.4     5777     -20.3     54  -27.2                           
  27  3    492.2     5781     -20.2     54  -27.2                           
  27  4    491.9     5785     -20.2     54  -27.2                           
  27  5    491.7     5788     -20.3     54  -27.2                           
  27  6    491.4     5792     -20.4     54  -27.2                           
  27  7    491.2     5796     -20.4     55  -27.2                           
  27  8    490.9     5800     -20.5     55  -27.2                           
  27  9    490.7     5803     -20.6     55  -27.2                           
  27 10    490.4     5807     -20.5     55  -27.2                           
  27 11    490.2     5811     -20.5     55  -27.2                           
  27 12    490.0     5814     -20.6     55  -27.2                           
  27 13    489.7     5818     -20.7     55  -27.3                           
  27 14    489.5     5822     -20.7     55  -27.4                           
  27 15    489.2     5825     -20.8     55  -27.4                           
  27 16    489.0     5829     -20.8     55  -27.4                           
  27 17    488.7     5833     -20.9     55  -27.5                           
  27 18    488.5     5836     -20.9     55  -27.6  U           U            
  27 19    488.3     5840     -21.0     55  -27.8                           
  27 20    488.0     5844     -21.1     54  -28.0                           
  27 21    487.8     5848     -21.1     53  -28.2                           
  27 22    487.5     5851     -21.1     52  -28.4                           
  27 23    487.3     5855     -21.2     52  -28.5                           
  27 24    487.0     5859     -21.2     51  -28.7                           
  27 25    486.8     5862     -21.1     50  -28.9                           
  27 26    486.6     5866     -21.1     49  -29.2                           
  27 27    486.3     5869     -21.1     47  -29.5                           
  27 28    486.1     5873     -21.1     45  -29.9                           
  27 29    485.9     5876     -21.2     44  -30.1                           
  27 30    485.6     5880     -21.2     44  -30.3                           
  27 31    485.4     5883     -21.2     44  -30.4                           
  27 32    485.2     5886     -21.2     43  -30.6 T           T             
  27 33    485.0     5890     -21.2     41  -30.9                           
  27 34    484.7     5893     -21.1     39  -31.5                           
  27 35    484.5     5897     -21.1     36  -32.4                           
  27 36    484.3     5900     -21.0     32  -33.3                           
  27 37    484.1     5904     -21.0     29  -34.2                           
  27 38    483.8     5907     -20.9     27  -35.0                           
  27 39    483.6     5910     -20.9     26  -35.7                           
  27 40    483.4     5914     -21.0     24  -36.3                           
  27 41    483.2     5917     -21.0     23  -37.0                           
  27 42    483.0     5921     -21.0     21  -37.6                           
  27 43    482.7     5924     -21.0     20  -38.0                           
  27 44    482.5     5927     -21.0     20  -38.4                           
  27 45    482.3     5931     -21.0     19  -38.6                           
  27 46    482.1     5934     -20.9     19  -38.8                           
  27 47    481.8     5938     -20.9     18  -39.0                           
  27 48    481.6     5941     -20.9     18  -39.1                           
  27 49    481.4     5945     -20.9     18  -39.2                           
  27 50    481.2     5948     -20.9     17  -39.4 TU          TU            
  27 51    480.9     5951     -20.9     17  -39.8                           
  27 52    480.7     5955     -20.9     16  -40.2                           
  27 53    480.5     5958     -20.9     15  -40.6                           
  27 54    480.3     5962     -20.9     15  -40.9                           
  27 55    480.1     5965     -21.0     15  -41.1                           
  27 56    479.8     5968     -21.0     15  -41.2                           
  27 57    479.6     5972     -21.0     15  -41.3                           
  27 58    479.4     5975     -21.0     14  -41.5                           
  27 59    479.2     5979     -21.0     14  -41.7                           
  28  0    478.9     5982     -21.0     14  -41.8                           
  28  1    478.7     5986     -21.0     13  -42.0                           
  28  2    478.5     5990     -21.0     13  -42.1                           
  28  3    478.2     5993     -21.0     13  -42.0                           
  28  4    478.0     5997     -20.9     13  -41.9                           
  28  5    477.8     6000     -20.9     14  -41.9                           
  28  6    477.5     6004     -21.0     13  -42.0                           
  28  7    477.3     6007     -21.0     13  -42.3                           
  28  8    477.1     6011     -20.9     13  -42.5                           
  28  9    476.9     6014     -20.9     12  -42.8                           
  28 10    476.6     6018     -20.9     12  -43.0                           
  28 11    476.4     6021     -21.0     12  -43.2                           
  28 12    476.2     6025     -21.1     12  -43.3                           
  28 13    475.9     6029     -21.1     12  -43.5                           
  28 14    475.7     6032     -21.2     11  -43.8                           
  28 15    475.5     6036     -21.2     11  -44.2                           
  28 16    475.3     6039     -21.2     11  -44.5                           
  28 17    475.0     6043     -21.3     10  -44.6                           
  28 18    474.8     6046     -21.3     11  -44.4                           
  28 19    474.6     6050     -21.3     11  -44.1                           
  28 20    474.3     6053     -21.3     11  -43.7                           
  28 21    474.1     6057     -21.3     12  -43.4                           
  28 22    473.9     6060     -21.3     12  -43.1                           
  28 23    473.7     6064     -21.3     13  -42.9                           
  28 24    473.4     6068     -21.3     13  -42.7                           
  28 25    473.2     6071     -21.3     13  -42.6                           
  28 26    473.0     6075     -21.2     13  -42.3                           
  28 27    472.7     6078     -21.3     14  -42.2                           
  28 28    472.5     6082     -21.3     14  -42.1                           
  28 29    472.3     6085     -21.3     14  -41.9                           
  28 30    472.1     6089     -21.4     14  -41.8                           
  28 31    471.8     6092     -21.4     14  -41.6                           
  28 32    471.6     6096     -21.5     15  -41.5                           
  28 33    471.4     6099     -21.6     15  -41.4                           
  28 34    471.2     6103     -21.6     15  -41.4                           
  28 35    470.9     6107     -21.6     15  -41.3                           
  28 36    470.7     6110     -21.6     15  -41.2                           
  28 37    470.5     6114     -21.5     16  -41.1                           
  28 38    470.2     6118     -21.5     16  -40.9                           
  28 39    470.0     6121     -21.6     16  -40.8                           
  28 40    469.8     6125     -21.6     16  -40.7                           
  28 41    469.5     6129     -21.6     16  -40.7                           
  28 42    469.3     6132     -21.6     16  -40.6                           
  28 43    469.1     6136     -21.6     16  -40.6                           
  28 44    468.8     6140     -21.6     16  -40.6                           
  28 45    468.6     6143     -21.7     16  -40.6                           
  28 46    468.4     6147     -21.7     16  -40.7                           
  28 47    468.1     6151     -21.8     16  -40.7                           
  28 48    467.9     6155     -21.8     16  -40.7                           
  28 49    467.6     6158     -21.8     16  -40.7                           
  28 50    467.4     6162     -21.9     16  -40.8                           
  28 51    467.2     6166     -21.9     17  -40.8                           
  28 52    466.9     6169     -21.9     17  -40.8                           
  28 53    466.7     6173     -21.9     16  -40.8                           
  28 54    466.5     6177     -21.9     16  -40.9                           
  28 55    466.3     6180     -22.0     16  -41.0                           
  28 56    466.0     6184     -22.1     16  -41.0                           
  28 57    465.8     6187     -22.1     17  -40.9                           
